tweet_id,user_text,historical_brand_response,label_intent,label_action,label_reason
10069,Bluetooth keeps disconnecting every few minutes from my car stereo. Need help today.,Thanks for letting us know — this helps us improve! Please report the bug directly here: https://feedbackassistant.apple.com so our engineers can investigate your specific case.,software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10217,I can't pair my new Apple Watch to my iPhone — it just spins indefinitely.,"Bluetooth issues after updates are sometimes resolved by toggling it off and on in Settings, then restarting. If Bluetooth is missing entirely, a carrier settings update may help — Settings → General → About.",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10233,The Handoff feature between my Mac and iPhone has stopped working. Please help ASAP.,Slow 5G can be caused by network congestion or carrier settings. Check our 5G FAQ here: https://support.apple.com/en-us/HT211299. Also consider contacting your carrier to verify 5G is active on your plan.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10101,I need a refund for an app my 7-year-old accidentally purchased. ,We're really sorry about the double charge! Our billing team will be able to issue a refund. Reach them through this secure form: https://support.apple.com/contact — select Billing.,account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10003,My AirPods left earbud is extremely quiet compared to the right one.,Battery health can degrade for a few reasons. Head to Settings → Battery → Battery Health & Charging to check your status. DM us the percentage and we'll advise next steps!,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10019,MacBook Pro won't turn on even when plugged in. Dead on arrival? Very frustrated.,"Oh no, that sounds frustrating! Our repair team can help. Check your warranty coverage and start a repair request at https://support.apple.com/repair — it only takes a few minutes.",device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10130,How long does standard shipping usually take for Apple Watch orders?,"To change a shipping address, please call Apple Support immediately at 1-800-APL-CARE (1-800-275-2273) — address changes can sometimes be done if the order hasn't been packed yet.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10047,The App Store is stuck loading and won't download any apps.,That sounds like a known bug in a recent update. We recommend backing up your device first (Settings → [Your Name] → iCloud → iCloud Backup) then doing a clean install.,software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10216,My HomePod Mini keeps dropping off the WiFi network multiple times a day.,Let's try a quick network reset. Go to Settings → General → Transfer or Reset iPhone → Reset → Reset Network Settings. Note: this clears saved WiFi passwords. DM us if that doesn't fix it!,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10202,How do I enable dark mode on my Mac? This is urgent.,You can enable Dark Mode quickly! On Mac: Apple Menu → System Settings → Appearance → Dark. On iPhone: Settings → Display & Brightness → Dark. Let us know if you need more help!,general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10234,My iPhone won't connect to my car's Bluetooth even after forgetting and re-pairing. Please help ASAP.,Let's try a quick network reset. Go to Settings → General → Transfer or Reset iPhone → Reset → Reset Network Settings. Note: this clears saved WiFi passwords. DM us if that doesn't fix it!,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10029,AirPods Pro won't stay in my ears and the tips are worn out. ,"We hear you! Let's get this resolved. Please DM us with the make, model, iOS version, and when the issue started. Our team will follow up promptly.",device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10088,My card keeps getting declined on the App Store. It works everywhere else.,"Family Sharing issues can be tricky! Check our complete setup guide here: https://support.apple.com/en-us/HT201088. If the issue persists, DM us with your Apple ID email (never your password).",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10067,Screen rotation is stuck in landscape mode even with portrait lock off. Very frustrated.,"Are you on the latest iOS? Head to Settings → General → Software Update. If an update is available, install it — it may contain a fix for this. Let us know if that helps!",software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10090,My Apple One subscription renewed but I never used it. Can I get a refund?,"We understand billing concerns are stressful. To request a refund for any app or subscription, please use our official refund portal: https://reportaproblem.apple.com — it's quick and easy.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10120,My Apple One subscription renewed but I never used it. Can I get a refund? ,"We understand billing concerns are stressful. To request a refund for any app or subscription, please use our official refund portal: https://reportaproblem.apple.com — it's quick and easy.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10165,The estimated delivery date keeps changing. Is there an issue with my order? This is urgent.,We'd like to look into this for you. DM us your order number and the email address used at checkout and we'll check with our fulfillment team on the exact status.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10060,Safari keeps crashing immediately when I open a new tab. Need help today.,"Let's get this fixed! Try a force restart first — here's how based on your model: https://support.apple.com/guide/iphone/force-restart-iphone-iph8903c3ee6/ios. If it persists, DM us!",software_bug,Escalate,Urgent software issue flagged — potential data or productivity impact. Routed to a specialist.
10207,How do I set up parental controls on my child's iPad? Very frustrated.,"iCloud+ includes Private Relay, Hide My Email, and HomeKit Secure Video in addition to extra storage. Here's a full comparison: https://support.apple.com/en-us/HT201318",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10031,I dropped my phone and the screen is completely shattered. What are my options? Please help ASAP.,"Oh no, that sounds frustrating! Our repair team can help. Check your warranty coverage and start a repair request at https://support.apple.com/repair — it only takes a few minutes.",device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10266,Is there any way to recover data if Find My shows the device as offline?,I'm so sorry to hear that. DM us your Apple ID email and we'll check if a recent iCloud backup exists that could be restored. Let's investigate all options before giving up.,data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10030,"My iPhone battery is draining so fast since yesterday, barely lasts 4 hours. Please help ASAP.",We definitely want to get this sorted for you! Book a free Genius Bar appointment here → https://geni.us/apple-genius-bar and bring your device in. They'll run a full diagnostic.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10048,My iPhone randomly restarts several times a day since last update.,"Let's get this fixed! Try a force restart first — here's how based on your model: https://support.apple.com/guide/iphone/force-restart-iphone-iph8903c3ee6/ios. If it persists, DM us!",software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10109,I was charged for an app subscription I thought I cancelled in Settings. ,"Account security is our absolute top priority. If you suspect unauthorized charges, please contact our billing team directly at https://support.apple.com/billing — they can secure your account immediately.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10087,iCloud says my storage is full but I just deleted 50GB of photos.,"To protect your account, please DM us and we'll send you a secure, verified link to reset your Apple ID credentials. Never reset through links you receive via email.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10268,My iPhone crashed and now won't restore. I lost all my contacts. This is urgent.,"Your Health data is tied to your Apple ID. If you signed in with the same ID on the new device, it should have synced automatically. Check Settings → [Name] → iCloud → Health is toggled ON.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10220,iMessage is only sending as SMS even though both parties have iPhones.,Pairing issues with Apple Watch can be tricky. Try unpairing and re-pairing fresh: https://support.apple.com/en-us/HT204568. Make sure both devices are within Bluetooth range.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10201,What's the difference between iCloud 50GB and iCloud+? Please help ASAP.,"iCloud+ includes Private Relay, Hide My Email, and HomeKit Secure Video in addition to extra storage. Here's a full comparison: https://support.apple.com/en-us/HT201318",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10191,Can I trade in my old iPhone 12 towards a new iPhone 15? ,"Great news — yes! The iPhone 15 supports Emergency SOS via satellite. Here's how to use it: https://support.apple.com/en-us/HT213426. We hope you never need it, but it's good to know!",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10085,My Apple ID is locked and I've tried everything to reset the password.,"Account security is our absolute top priority. If you suspect unauthorized charges, please contact our billing team directly at https://support.apple.com/billing — they can secure your account immediately.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10171,What's the difference between iCloud 50GB and iCloud+?,"iCloud+ includes Private Relay, Hide My Email, and HomeKit Secure Video in addition to extra storage. Here's a full comparison: https://support.apple.com/en-us/HT201318",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10095,My Apple Card payment is not reflecting correctly in my statement.,We're really sorry about the double charge! Our billing team will be able to issue a refund. Reach them through this secure form: https://support.apple.com/contact — select Billing.,account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10263,All app data was wiped when I signed out of my Apple ID.,Notes can be recovered if iCloud Sync is on. Log in to icloud.com and check the Notes app — they might be there. Also check the 'Recently Deleted' folder within Notes app itself.,data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10128,Can I change the shipping address on an order I just placed 10 minutes ago?,"Oh no, that shouldn't happen! If your package shows as delivered but wasn't received, please DM us your order number and we'll launch an investigation with our shipping partner right away.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10177,How do I set up parental controls on my child's iPad?,"iCloud+ includes Private Relay, Hide My Email, and HomeKit Secure Video in addition to extra storage. Here's a full comparison: https://support.apple.com/en-us/HT201318",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10061,Can't connect to WiFi after updating my Apple Watch to watchOS 10. This is urgent.,"Are you on the latest iOS? Head to Settings → General → Software Update. If an update is available, install it — it may contain a fix for this. Let us know if that helps!",software_bug,Escalate,Urgent software issue flagged — potential data or productivity impact. Routed to a specialist.
10077,The App Store is stuck loading and won't download any apps. Please help ASAP.,That sounds like a known bug in a recent update. We recommend backing up your device first (Settings → [Your Name] → iCloud → iCloud Backup) then doing a clean install.,software_bug,Escalate,Urgent software issue flagged — potential data or productivity impact. Routed to a specialist.
10020,The home button on my iPhone SE stopped working completely. ,We want to make this right. DM us your device's serial number (Settings → General → About) and we'll pull up your account to see what options are available.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10133,The packaging of my delivery was damaged and the device screen is cracked.,Shipping delays can happen due to carrier issues. Please check the tracking link in your shipment confirmation email for the latest status from the carrier directly.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10108,The family sharing setup is not working. Members can't access shared purchases. This is urgent.,"We understand billing concerns are stressful. To request a refund for any app or subscription, please use our official refund portal: https://reportaproblem.apple.com — it's quick and easy.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10154,Is there a way to expedite shipping on an existing order? ,"To change a shipping address, please call Apple Support immediately at 1-800-APL-CARE (1-800-275-2273) — address changes can sometimes be done if the order hasn't been packed yet.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10173,Does the iPhone 15 support satellite connectivity?,"Great news — yes! The iPhone 15 supports Emergency SOS via satellite. Here's how to use it: https://support.apple.com/en-us/HT213426. We hope you never need it, but it's good to know!",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10247,I can't pair my new Apple Watch to my iPhone — it just spins indefinitely. Need help today.,"Bluetooth issues after updates are sometimes resolved by toggling it off and on in Settings, then restarting. If Bluetooth is missing entirely, a carrier settings update may help — Settings → General → About.",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10139,Is there a way to expedite shipping on an existing order?,Shipping delays can happen due to carrier issues. Please check the tracking link in your shipment confirmation email for the latest status from the carrier directly.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10286,My notes app is empty after I switched to a new iPhone. They're all gone. Please help ASAP.,"Your Health data is tied to your Apple ID. If you signed in with the same ID on the new device, it should have synced automatically. Check Settings → [Name] → iCloud → Health is toggled ON.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10027,The Face ID on my iPhone X is failing to unlock most of the time. ,Battery health can degrade for a few reasons. Head to Settings → Battery → Battery Health & Charging to check your status. DM us the percentage and we'll advise next steps!,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10185,Can I use my MacBook charger for my iPad Pro? Will it be safe? This is urgent.,"Great news — yes! The iPhone 15 supports Emergency SOS via satellite. Here's how to use it: https://support.apple.com/en-us/HT213426. We hope you never need it, but it's good to know!",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10227,My Mac won't connect to my iPhone's Hotspot even though it used to work. This is urgent.,Slow 5G can be caused by network congestion or carrier settings. Check our 5G FAQ here: https://support.apple.com/en-us/HT211299. Also consider contacting your carrier to verify 5G is active on your plan.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10245,VPN keeps disconnecting every few minutes on my iPhone. Please help ASAP.,Slow 5G can be caused by network congestion or carrier settings. Check our 5G FAQ here: https://support.apple.com/en-us/HT211299. Also consider contacting your carrier to verify 5G is active on your plan.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10292,My Safari bookmarks all disappeared after a browser crash. This is urgent.,"Your Health data is tied to your Apple ID. If you signed in with the same ID on the new device, it should have synced automatically. Check Settings → [Name] → iCloud → Health is toggled ON.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10277,My Safari bookmarks all disappeared after a browser crash. ,"For accidental deletions, check iCloud.com → Photos → Recently Deleted on any browser. You may be able to recover them there within 30 days of deletion.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10231,My HomePod Mini keeps dropping off the WiFi network multiple times a day. ,"For persistent connectivity issues, try Settings → General → Transfer or Reset iPhone → Reset → Reset All Settings. Your data is safe but preferences will reset. Let us know if it helps!",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10160,How long does standard shipping usually take for Apple Watch orders? Need help today.,"To change a shipping address, please call Apple Support immediately at 1-800-APL-CARE (1-800-275-2273) — address changes can sometimes be done if the order hasn't been packed yet.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10146,My MacBook Pro order has been stuck on 'Preparing to Ship' for a week. Need help today.,"Oh no, that shouldn't happen! If your package shows as delivered but wasn't received, please DM us your order number and we'll launch an investigation with our shipping partner right away.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10137,My order was cancelled automatically but my card was still charged.,Receiving the wrong item is not okay and we sincerely apologize! Please DM us your order number and a photo of what you received. We'll arrange an immediate exchange.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10214,"My iPhone 5G is extremely slow, slower than my old 4G phone.",Pairing issues with Apple Watch can be tricky. Try unpairing and re-pairing fresh: https://support.apple.com/en-us/HT204568. Make sure both devices are within Bluetooth range.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10134,"My AirPods Pro order was split into two shipments — one arrived, not the other.","Oh no, that shouldn't happen! If your package shows as delivered but wasn't received, please DM us your order number and we'll launch an investigation with our shipping partner right away.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10249,My iPhone won't connect to my car's Bluetooth even after forgetting and re-pairing. This is urgent.,"For persistent connectivity issues, try Settings → General → Transfer or Reset iPhone → Reset → Reset All Settings. Your data is safe but preferences will reset. Let us know if it helps!",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10155,My return package was sent back but I still haven't received my refund. This is urgent.,Receiving the wrong item is not okay and we sincerely apologize! Please DM us your order number and a photo of what you received. We'll arrange an immediate exchange.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10222,My AirPlay keeps dropping connection midstream to my Apple TV.,Let's try a quick network reset. Go to Settings → General → Transfer or Reset iPhone → Reset → Reset Network Settings. Note: this clears saved WiFi passwords. DM us if that doesn't fix it!,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10288,My iCloud backup failed silently and now my new phone has no data. Very frustrated.,"Please don't panic! If you use iCloud Photos, deleted photos go to the 'Recently Deleted' album for 30 days. Open Photos → Albums → Recently Deleted. Recover them right away!",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10161,My MacBook Pro order has been stuck on 'Preparing to Ship' for a week. ,Receiving the wrong item is not okay and we sincerely apologize! Please DM us your order number and a photo of what you received. We'll arrange an immediate exchange.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10153,The courier marked my package as undeliverable even though I was home all day. ,We'd like to look into this for you. DM us your order number and the email address used at checkout and we'll check with our fulfillment team on the exact status.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10278,All app data was wiped when I signed out of my Apple ID. Need help today.,I'm so sorry to hear that. DM us your Apple ID email and we'll check if a recent iCloud backup exists that could be restored. Let's investigate all options before giving up.,data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10236,FaceTime keeps saying 'Waiting for Activation' for weeks now. Very frustrated.,AirDrop can be picky! Make sure both devices are signed in to the same Apple ID and that both have Bluetooth and WiFi enabled. Our guide: https://support.apple.com/en-us/HT204144,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10181,How do I transfer all data from my old iPhone to a new one?,We have a detailed step-by-step guide for that! Check out this official support article: https://support.apple.com/en-us/HT200289 — it covers all iPhone models.,general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10052,Screen rotation is stuck in landscape mode even with portrait lock off.,"We want to help you get back on track. Send us a DM with the exact error message or a screenshot, along with your iOS version, and our support team will guide you through it.",software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10144,Tracking says delivered but I never received my iPhone package. This is urgent.,We know how excited you are for your new device! Track your real-time order status here → https://secure.store.apple.com/shop/order/list. Orders can sometimes take 24h to update.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10149,"My AirPods Pro order was split into two shipments — one arrived, not the other. Need help today.",Receiving the wrong item is not okay and we sincerely apologize! Please DM us your order number and a photo of what you received. We'll arrange an immediate exchange.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10103,My card keeps getting declined on the App Store. It works everywhere else. ,"Account security is our absolute top priority. If you suspect unauthorized charges, please contact our billing team directly at https://support.apple.com/billing — they can secure your account immediately.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10196,How do I transfer all data from my old iPhone to a new one? This is urgent.,You can enable Dark Mode quickly! On Mac: Apple Menu → System Settings → Appearance → Dark. On iPhone: Settings → Display & Brightness → Dark. Let us know if you need more help!,general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10208,What warranty is included with a new MacBook Pro purchase? ,You can enable Dark Mode quickly! On Mac: Apple Menu → System Settings → Appearance → Dark. On iPhone: Settings → Display & Brightness → Dark. Let us know if you need more help!,general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10143,Can I change the shipping address on an order I just placed 10 minutes ago? This is urgent.,Receiving the wrong item is not okay and we sincerely apologize! Please DM us your order number and a photo of what you received. We'll arrange an immediate exchange.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10229,"My iPhone 5G is extremely slow, slower than my old 4G phone. Very frustrated.","Bluetooth issues after updates are sometimes resolved by toggling it off and on in Settings, then restarting. If Bluetooth is missing entirely, a carrier settings update may help — Settings → General → About.",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10246,My HomePod Mini keeps dropping off the WiFi network multiple times a day. This is urgent.,Let's try a quick network reset. Go to Settings → General → Transfer or Reset iPhone → Reset → Reset Network Settings. Note: this clears saved WiFi passwords. DM us if that doesn't fix it!,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10117,iCloud says my storage is full but I just deleted 50GB of photos. Very frustrated.,"To protect your account, please DM us and we'll send you a secure, verified link to reset your Apple ID credentials. Never reset through links you receive via email.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10025,"The charging port on my iPhone seems broken, won't charge at all. ","Oh no, that sounds frustrating! Our repair team can help. Check your warranty coverage and start a repair request at https://support.apple.com/repair — it only takes a few minutes.",device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10211,Bluetooth is completely missing from my Settings after an update.,"Bluetooth issues after updates are sometimes resolved by toggling it off and on in Settings, then restarting. If Bluetooth is missing entirely, a carrier settings update may help — Settings → General → About.",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10204,What's the return policy for Apple products purchased online? Need help today.,"Great question! Yes, the Apple Pencil 2nd Gen is compatible with iPad Air 5th gen. You can find the full compatibility chart here: https://support.apple.com/en-us/HT211829",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10125,My Apple Card payment is not reflecting correctly in my statement. Very frustrated.,We're really sorry about the double charge! Our billing team will be able to issue a refund. Reach them through this secure form: https://support.apple.com/contact — select Billing.,account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10223,CarPlay stopped working on my iPhone 14 after the latest update.,"Bluetooth issues after updates are sometimes resolved by toggling it off and on in Settings, then restarting. If Bluetooth is missing entirely, a carrier settings update may help — Settings → General → About.",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10228,AirDrop stopped working between my iPhone and MacBook suddenly. Need help today.,Let's try a quick network reset. Go to Settings → General → Transfer or Reset iPhone → Reset → Reset Network Settings. Note: this clears saved WiFi passwords. DM us if that doesn't fix it!,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10224,My iPhone's NFC for Apple Pay is not being detected by payment terminals.,AirDrop can be picky! Make sure both devices are signed in to the same Apple ID and that both have Bluetooth and WiFi enabled. Our guide: https://support.apple.com/en-us/HT204144,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10071,My iPhone's autocorrect is replacing correct words with nonsense. This is urgent.,That sounds like a known bug in a recent update. We recommend backing up your device first (Settings → [Your Name] → iCloud → iCloud Backup) then doing a clean install.,software_bug,Escalate,Urgent software issue flagged — potential data or productivity impact. Routed to a specialist.
10072,"Ever since the iOS 17 update, my phone keeps freezing every hour. Need help today.","Let's get this fixed! Try a force restart first — here's how based on your model: https://support.apple.com/guide/iphone/force-restart-iphone-iph8903c3ee6/ios. If it persists, DM us!",software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10111,How do I transfer my Apple ID purchases to a new account? This is urgent.,"To protect your account, please DM us and we'll send you a secure, verified link to reset your Apple ID credentials. Never reset through links you receive via email.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10049,iMessage isn't delivering messages to Android users anymore.,"Are you on the latest iOS? Head to Settings → General → Software Update. If an update is available, install it — it may contain a fix for this. Let us know if that helps!",software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10083,Photos app keeps crashing when I try to open my library. Please help ASAP.,That sounds like a known bug in a recent update. We recommend backing up your device first (Settings → [Your Name] → iCloud → iCloud Backup) then doing a clean install.,software_bug,Escalate,Urgent software issue flagged — potential data or productivity impact. Routed to a specialist.
10253,My iPhone crashed and now won't restore. I lost all my contacts.,"For accidental deletions, check iCloud.com → Photos → Recently Deleted on any browser. You may be able to recover them there within 30 days of deletion.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10183,Is the new Apple Pencil 2nd gen compatible with the iPad Air 5th gen? Need help today.,"iCloud+ includes Private Relay, Hide My Email, and HomeKit Secure Video in addition to extra storage. Here's a full comparison: https://support.apple.com/en-us/HT201318",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10269,All my iMessage conversations disappeared after restoring from backup. ,Notes can be recovered if iCloud Sync is on. Log in to icloud.com and check the Notes app — they might be there. Also check the 'Recently Deleted' folder within Notes app itself.,data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10270,My Mac crashed and I haven't backed up in months. Is data recovery possible? This is urgent.,"Please don't panic! If you use iCloud Photos, deleted photos go to the 'Recently Deleted' album for 30 days. Open Photos → Albums → Recently Deleted. Recover them right away!",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10141,Where is my iPhone 15 Pro? Tracking hasn't updated in 3 days. Need help today.,We'd like to look into this for you. DM us your order number and the email address used at checkout and we'll check with our fulfillment team on the exact status.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10098,I want to downgrade my iCloud plan but can't find the option in settings.,Let's sort your subscription out. You can review and cancel all your active subscriptions in Settings → [Your Name] → Subscriptions. DM us if you need further help!,account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10091,Someone made unauthorized purchases from my Apple ID. Help!,"Account security is our absolute top priority. If you suspect unauthorized charges, please contact our billing team directly at https://support.apple.com/billing — they can secure your account immediately.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10078,My iPhone randomly restarts several times a day since last update. Need help today.,"Let's get this fixed! Try a force restart first — here's how based on your model: https://support.apple.com/guide/iphone/force-restart-iphone-iph8903c3ee6/ios. If it persists, DM us!",software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10174,What's the return policy for Apple products purchased online?,"Great question! Yes, the Apple Pencil 2nd Gen is compatible with iPad Air 5th gen. You can find the full compatibility chart here: https://support.apple.com/en-us/HT211829",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
